510803227_386679746685595648 x	@ctherien6 hey Chris this team is not very good. I was so looking for competitive hockey this year.
510803227_386674652883746816 x	@NHLFlyers we are not very good need more jam
510803227_386666723916939264 x	@tpanotchCSN Hello Mr Snyder we got nothing. I love you man and you deserve so much more. Sorry
510803227_386664821103788033 x	@tpanotchCSN where is the jam
510803227_386663918724481024 x	@tpanotchCSN pull the goalie
510803227_386662934006734848 x	@NHLFlyers ok who is our next coach?  I sat thu that dreck Wed night and this is horrible . Hell forget about the jam I'll settle for jelly
510803227_386661325654732800 x	@NDmom I'm old school. The best ND uniforms are blue jerseys white numerals and gold pants.
510803227_381574995388145664 x	Hey Dicky V. I thought you had only one eye. The truth is you only have one brain cell. You are whore PRPer. Prime time prostitute BABY.
510803227_380899099836678144 x	@TheRealDGunnCSN @TonyBrunoShow this is unwatchable
510803227_380895607168438273 x	@EaglesInsider we suck
510803227_380893835486048256 x	@EaglesInsider too bad it will be  loss.
510803227_380877465222393856 x	@EaglesInsider what is the over on the amount of fumbles.
510803227_380876606044401664 x	@MrCArnold and the whole defense
510803227_380875064839000065 x	@cmart6780 @EaglesInsider great observation but we really suck.
510803227_380874721619099648 x	@EaglesInsider I yearn for the old ball coach.
510803227_379336015695339520 x	@BroadStBull the gators will need a coach probably by 2015. Looks like a great spot for chip
510803227_379319150776426496 x	@Smokadajoebeat I agree because our defense is killing me
510803227_379307230111481856 x	@EaglesInsider earl wolf or Virginia wolf
510803227_379302992119607296 x	@EaglesInsider looks as if the gimmick is over. Remember the old ball coach...
510803227_377793742813798401 x	Steve it's a U thing to quote Michael and Warren. Michael Vicario
510803227_304764075437588480 x	Flyers are flat out horrible. I want the strike back
510803227_302603058490269696 x	@AnthonySan37 yo Anthony we suck. The flyers are a minor league team this year. And I hate admitting it.
510803227_270717947612385281 x	@RileyCooper_14 yo check out last nights boardwalk empire. Great episode
510803227_267746154878480385 x	Hey Jeffery why does your billion dollar investment look like a bad division 3 football team?
510803227_265661079512809472 x	Hey Jeffery shoot big red this is embarrassing
510803227_265196526417096706 x	Hey CBS Dan Dierdorf is ugly old and need to be put out to pasture with the Gif!
510803227_264924771064631296 x	@SI_PeterKing he is a bone head I agree
510803227_264923045456646144 x	The Mad Hatter has made some horrible decisions.  You never give Bama a short field. You are only down 4
510803227_264919229814423553 x	USC will give ND a game
510803227_264915150887333889 x	@Espngreeny USC ball
