296435885_256501186776145922 x	And now my baseball season is officially OVER. #Ineedahug #GoRedMachine
296435885_201481463194075136 x	Has anyone seen Chad Durbin? #SOS
296435885_384450275756752896 x	Now rooting for the Chargers! #NFCLeast
296435885_384440189277716480 x	WTH is Cary Williams doing?
296435885_390588140043264000 x	Thank You to the GREAT folks at Ponzio's for the wonderful birthday cake. http://t.co/FKHxxGHrNV
296435885_392018437771624449 x	Welp, at least we got a chance to see Matt Barkley. Ugh! #FlyEaglesFly
296435885_350423046324109314 x	If nothing else admit this, the Sixers made some real noise tonight. And to think, I wasn't going to watch the draft tonight. #SixersTalk
296435885_347883591562317825 x	Which one will we see tonight, Good Manu or Bad Manu? #RolePlayersAreHuge
296435885_347886889577103360 x	?@Khalid4for4: @Ike58Reese which wade will we see tonight good wade or bad wade ?? Good question!
296435885_267753760682569728 x	That's how you play defense! #angrybirds
296435885_255029303052484609 x	Um, I have NO explanation as to why we used our 2nd timeout with 10mis left to play. #BigRed
296435885_244893098239467520 x	Great play DJax breaking that throw up, that's how you help out your QB.
296435885_244893536942686208 x	MV7 sacrificing his body, he's a tough SOB!
296435885_244887422700244992 x	MV7's 4th INT, that one is one Big Red for continuing to THROW the ball!  #sarcasm #smh
296435885_233725272791326720 x	Um, I hope we have Fletcher Smith's(McNabb's agent) cell# on speed dial! #weneedabackupqb
296435885_233718331138527233 x	Ok, DeMeco has to get off the blocks. LB's being swallowed up by the O-linemen. #playdownhill
296435885_233716738435448833 x	WTH, I LIKE IT! DRC with the big hit on Leftwich. #angrybirds
296435885_394568560107724801 x	Give me your thoughts on Chip at the half way mark.
296435885_394511464289292288 x	I expected Vick to be rusty early, 2.5 weeks no live action. Hope he settles down, that was a HORRIBLE throw.
296435885_389417147015135232 x	Oh, I don't know, I would've activated Square instead of one of the QB's. He is a RUN stopper, Tampa is not beating you through the air. IMO
296435885_389417444382892032 x	@murph0706 I heard the same thing week 2 and 3.
296435885_356472011842785281 x	That woman took that foul pop up to the head like a champ! #PhillyTough #Philliestalk
296435885_389471372545904640 x	WTFeezey, is that Tim Brown or Tim Wright?
296435885_386917817838485504 x	If Shady keeps that outside its a 1st down. Ball thrown in the right spot.
296435885_384435571315453952 x	Need MORE of that! #GangGreen #SACK
296435885_300971723552079872 x	@jameszabo really, what was said and who said it?
296435885_288687090563178496 x	Who will have a longer tenure as Head Coach, Andy Reid in KC or the Eagles next coach?
296435885_391746984979480576 x	This freshman FSU QB is the TRUTH! #JameisWinston
296435885_387392207340453888 x	How in the HELL is Jaquan Jarrett starting for this Jets defense? #FootballGodsAreUnfairToPhilly
296435885_395296365204742144 x	The Eagles need to STAY the course, don't mortgage the future for a pipe dream. No move was going to improve this team. #BuildTheFoundation
296435885_170667075428298752 x	Defending Champs come to the Wells Fargo Center tonight! Whose ready for some Sixers hoops? Wish I were in the building tonight. #showyalove
296435885_377232262485770240 x	If you're Shannahan to you bench RGIII and go with Cousins? YEP! But it's not going to matter, Redskins defense is on life support.
296435885_377230499028414464 x	Touchdown MV7! #FlyEaglesFly
296435885_377220389237448705 x	Whew, a lot has happened. It's still the 1st qtr.
296435885_377218565675708418 x	I repeat, that's what I call RUST Robert!
296435885_377216231784595456 x	BTW, somebody kidnapped all of our defensive players from the preseason. #DidntSeeThisComing #GangGreen
296435885_394549879303073792 x	Hold up folks, this ain't over with yet! #FlyEaglesFly
296435885_395700242081124352 x	We're gonna like MCW, he reminds me if Shaun Livingston before the injury. That 6'6 height is going to be a great advantage over smaller PG.
296435885_391911931776618496 x	?@DCalvelliMusic: @Ike58Reese who gets more tds McCoy rushing or foles passing?? Doesn't matter, unless you're asking for fantasy purpose.
296435885_394526970148814848 x	We're getting points out of this drive! Barkley's in to save the day, seriously. MV7 just doesn't have it, he tried to soldier through it.
296435885_391984193041084416 x	These are the 31st and 32nd ranked defense right? #WheresTheOffense
296435885_389474488225906688 x	My plate is full of CROW, I'll start eating now. Foles and this passing attack has owned the Bucs defense all day. I didn't see this coming.
296435885_389184943257313280 x	That boy is a BEAST! #AllenRobinson #PSU/scUM
296435885_389185363685957632 x	How about the STONES on the freshman QB? #Poise
296435885_384430201712951296 x	Need to hold them to 3pts here! #GangGreen
296435885_244845763727872000 x	That's a killer! Shady's 1st carry of the season results in a fumble. #selfinflictedwound
296435885_150658324365459456 x	Ok, I rescind that! That's a TD, ball jarred loose from foot of giants player. Legal play, #smh
296435885_150657964359958529 x	That's coming back, he's down!
296435885_135827393570017280 x	How does a safety end up on #11? All these high priced CB and none of them were on #11. Man to man cov should of been the call, #24 man up.
296435885_394274603008528384 x	Can I change my choice to Mariota?
296435885_389203610930016256 x	?@puttervic72: @Ike58Reese Is there ever a scenario where you would root for Michigan?? yep, if it sends my Spartans to the B1G title game.
296435885_389535493777817600 x	That DAMN Brady! #TomTerrific
296435885_389456685909434368 x	And I set Vincent Jackson this week! This is some bull. #ItsAllAboutMe
296435885_376892432505643008 x	David Wilson, "momma said there would be says like this"! #Giants/Cowboys
296435885_343197180330389504 x	Wheels, WTH are you talking about?
296435885_218165522213253120 x	I hope KK gets his rest tonight! He's gonna have to go 8 tomorrow. #thisbullpeniscooked
296435885_392029671929675776 x	?@dom9brown: Go boys http://t.co/3CJn3xbRPf? this has to be a JOKE right, you'd better get a CLUE Dom. That Cowboy ish doesn't fly here!
296435885_389542409639849984 x	WTH is Tom Brady wearing tonight?
296435885_389414497267748864 x	I hope we aren't wasting a roster spot today by activating 3QB's. #justsayin #FlyEaglesFly
296435885_389415872563265536 x	@hater_ex don't know, but it's being WASTED by activating 3QB's.
296435885_389187705281998848 x	There's still time for a HAIL MARY! #AllenRobinson
296435885_388502253570904065 x	Poor Eli, hahahahahahaha, classic! #TurnoverMachine
296435885_387390206833590272 x	Asante really wanted to make that tackle, NOT!
296435885_389738255341862913 x	Why Nick Foles performance increases the Eagles chances of winning the NFC Least. Chip Kelly's play calling and game management improving.
