321979426_399879149835542528 x	@KarenFox29 It's back http://t.co/QKlpmfBZK8
321979426_392288016435527680 x	@AristocraticWay So glad you're okay ?
321979426_400050024794845184 x	@Oh_My_Jay She's my new favorite person
321979426_400048690150125569 x	@Oh_My_Jay and I have a new freshmen friend
321979426_400040698474278912 x	What's my work ethic? Let's just say if I'm on the couch watching tv and the home phone rings, it goes to a voicemail that was never set up
321979426_400030912131260418 x	RT @EarthsImages: Philadelphia. http://t.co/bSoqV4owXc
321979426_400008939863285760 x	I feel like I haven't talked to @AARONCARTER in forever. My dad and I were talking about how you should come back to Philly.
321979426_399952342210322432 x	Happy Veterans Day! THANK YOU to every man and woman who has selflessly fought to defend our freedom! #GodBlessAmerica
321979426_399880696753586176 x	RT @KarenFox29: ?@soIndi: @KarenFox29 It's back http://t.co/o5Ck8m2HI2? AGGIE PRIDE! Way to go OWLS!  @AgnesIrwin
321979426_399866335477239809 x	@SleepyHollowFOX @TomMison Look who's in a Philly newspaper #sleepyhollow http://t.co/LFnO47Mvx7
321979426_399730856593342464 x	sleeping bags ?
321979426_399702545720827904 x	The amount of @pawnstars episodes I just watched is a little embarrassing on my part. #whatishomework
321979426_399683864689258496 x	@AristocraticWay always makes me smile ??? http://t.co/6tkuogvhgJ
321979426_399595657758924800 x	#amystruffles make everything better
321979426_399580530750275584 x	with my novice baby #crewlife ? @ Cooper River Park http://t.co/oMxNV2bu5C
321979426_399532975219437569 x	I'm in a grext with my dads hunting friends
321979426_399312724124913664 x	RT @vctercero: Congrats fords. Congrats Irwin's. #PowerCouple
321979426_399308259871309824 x	Tea from the British store in Maine ??? http://t.co/EsdfEU9OGe
321979426_399296657101434880 x	RT @ajc: New Miss Universe is from Venezuela. http://t.co/UwFV6xqhfA http://t.co/mgmQvshiHn
321979426_399292796470706177 x	I literally mean literally not like literally in a non-literal way.
321979426_399256737951125505 x	@liblogic what my dad got while in Maine http://t.co/wHqrddsYMZ
321979426_399252424906375168 x	We gotta step up our hammock game ???? also got second ??
321979426_399174186939080704 x	RT @UberFacts: Hopeful people are more likely to eat fruit, while happy people tend to prefer candy bars.
321979426_398963207210950656 x	@KarenFox29 WE BEAT EA!!! #AGNESISPROUD  ????
321979426_398963010154553344 x	HOOT THERE IT IS!!!! #AGNESISPROUD ????
321979426_398961924676653056 x	WE DID IT!!! IM SO PROUD TO BE AN IRWINS GIRL!!! ???? #AGNESWOULDBESOFUCKINGPROUD #WEBEATEA
321979426_398961521037815808 x	RT @kileymahoney: WE FRICKING WON OH MY GOD I AM SOOO HAPPY
321979426_398961476603363328 x	RT @imma_neumann: Haha of course we have crew the day we win EA day. great job owls love you all ??
321979426_398961027234430976 x	WE WON!!! WE BEAT EA!!!! ???? #blueandgold #MadeAgnesProud
321979426_398956991000768513 x	What does it take to be @caitlinstasey
321979426_398921381682765824 x	RT @MeghanMcCain: Beanie weather! #babyitscoldoutside http://t.co/bvCCHGot17
321979426_398863749513482240 x	The only people that like EA is EA #bEAt
321979426_398854536254988288 x	Hoot there it is #bEAt #IrwinsPride #MakeAgnesProud ??????
321979426_398837984055017473 x	RT @KarenFox29: "@soIndi: @KarenFox29 See ya there :) http://t.co/f7IUIKRlWx" CAN'T WAIT!  GO AIS BEAT EA!
321979426_398785129671184384 x	RT @eddiepepitone: bad meditation teacher: " empty your fucking minds you worrisome morons".
321979426_398631638189367296 x	#MakeItReign @CWReign
321979426_398614061165711360 x	@KarenFox29 See ya there :) http://t.co/VjAFeLMpcT
321979426_398554041937952768 x	Dirty Harry http://t.co/cpX85b6Lkf http://t.co/qOSke84HFA
321979426_398550545893687296 x	Oh, you disagree with something I said? Please, keep calling me names while pretending to be the tolerant one.
