403107352_379253106544234496 x	RT @CutonDime25: PHILLY Y'ALL READY ....
403107352_399634562466471936 x	RT @NK975: Foles to Cooper > Montana to Rice #What
403107352_399388065695006720 x	@MCW1 For 2014 Rookie of the Year. #Clutch
403107352_399387449346256896 x	RT @marczumoff: Win or lose this @Sixers team is really fun to watch #SixersTalk
403107352_398500419711668224 x	@Michael_Fabiano Should I start him over Shorts this week?
403107352_397745615507300352 x	RT @Eagles: Canton's getting some new gear: @NFoles8's #PHIvsOAK cleats, jersey & 7th TD ball. Take care of it, @ProFootballHOF! http://t.c?
403107352_397587088226664448 x	@RealSkipBayless Your opinion is laughable
403107352_397552738201894912 x	Gruden talks up every player as if there Joe Montana or something. #MNF
403107352_397487329050644480 x	1st in the power rankings @Sixers #TogetherWeBuild
403107352_397161986259423232 x	RT @AdamRichman: Nick Foles - when I used you on Brees' Bye week, you did nada.  Today, you put up 59 fantasy points for my opponent. Go ki?
403107352_397138410852605952 x	RT @NK975: Foles has 6 tds. The Sixers are 3-0... I'm officially announcing my retirement
403107352_397127652643196928 x	RT @SpikeEskin: Sick of these Lebron commercials when do the MCW commercials start?
403107352_397127548167286784 x	Haha my dad called Chip Kelly to soft. #Didn'tseethatcoming
403107352_396834050075545600 x	@TheRealDGunnCSN But we don't want win 38 games
403107352_396448228700614657 x	RT @CoreySeidman: With the 30th pick in the 2014 NBA Draft, the Philadelphia 76ers select...
403107352_396447426485026816 x	@NK975 Isn't this twice now @MikeMiss975 has been wrong picking Sixers games so far?
403107352_395950063488606208 x	RT @SportsNation: After last night, The Sixers be like... http://t.co/XyGDuND1wL
403107352_395893595087327232 x	RT @MagicJohnson: I just got done watching the guy I think will be the Rookie of The Year, Michael Carter-Williams of the 76ers.
403107352_395802538169335808 x	RT @RoobCSN: No NBA player in last 25 years has had 22 points, 12 assists, 9 steals and 7 rebounds in any game. MCW did it in his first gam?
403107352_395691151896088576 x	@NK975 They win this game, then its a successful season
403107352_395596464728342528 x	RT @alleniverson: Philly I'm back!!! #FromAIWithLove ... #TheAnswer http://t.co/KrN1axDp7w
403107352_395380638515482625 x	RT @Winless4Mariota: @NK975 u should discuss how the #Eagles should go #Winless4Mariota
403107352_395359165503139840 x	Bulls are gonna struggle to score this year
403107352_395347432781123584 x	RT @TripLee116: So glad the NBA is back
403107352_395227622231531520 x	RT @MLB: Five years ago today, Brad Lidge went wild and the @Phillies were world champions: http://t.co/POEDG0Dwdh http://t.co/Sju1nmM6xM
403107352_394966768047120384 x	RT @PHLSixersNation: LeBron James: "Allen Iverson is pound for pound the greatest player ever."
403107352_394545067215818752 x	RT @BrianDawkins: Don't wanna ever get used to this.. Linc is like a library right now. U can hear everything ELI is saying.
403107352_394308667736346624 x	RT @JamesRoday: Just walked by Kareem Abdul Jabbar, you guys. I tried to play it cool and was all like "Word." He looked at me like "huh?" ?
403107352_393554717013323776 x	RT @NK975: I don't trust guys who don't wear batting gloves
403107352_393175151556059136 x	@MikeMiss975 Forget about the past and focus on the future. #TogetherWeBuild
403107352_392829885967630336 x	@jarpad @mishacollins @OsricChau You guys are blowing up my twitter and your tweets are hilarious. #Supernatural
403107352_392829142368272384 x	RT @cw_spn: Let's get #Supernatural to #1 trending and keep it there! We all know it belongs there.
