17287418_389002105651855362 x	http://t.co/hdvDIb2VMx http://t.co/2Bijm13PEQ
17287418_378658991896686593 x	http://t.co/ryDvWSyBsA
17287418_399742661399412736 x	Wonder if it works outdoors http://t.co/mJwb2shuM2
17287418_399715803320561665 x	I posted a new photo to Facebook http://t.co/Yuk64fpcBc
17287418_399711491705675777 x	Farewell http://t.co/DhV2IbjaFf
17287418_399683366125322240 x	Really good! - Drinking a Pumpkin Ale by @schlafly - http://t.co/5zxDrtLoNk #photo
17287418_399215166811672577 x	http://t.co/V7cCG6ZWIv
17287418_399173786152349696 x	Jeez! http://t.co/iezGWJO1yG
17287418_399025625409011712 x	Light in weight. Heavy in flavor. - Drinking a Fireside Chat by @21stAmendment at @homegrowncafe  ? http://t.co/7PB8LtMmsQ
17287418_398814459885391872 x	Ooh I wanna go Sal-hopping now!! http://t.co/MKVuKgFt78
17287418_398814090304315393 x	Near Maclary school.   Kirsten Cerchio O'Quinn, isn't that by you? http://t.co/pwgAdBAIZP
17287418_398808261526175744 x	Michelle Kramer-Fitzgerald and Mike DjZip Cross, didn't I miss a legendary Africa moment at the anniversary party? http://t.co/kQ93PX1z7f
17287418_398801563830870016 x	*facepalm* http://t.co/raIPTnlZxS
17287418_398524650692837376 x	The first one wasn't bad. But most of them...oof.  http://t.co/P893f68Y0F http://t.co/FGlCTjaPg6
17287418_398303311834533888 x	Western black rhino declared extinct http://t.co/wa0rWhGC0Z
17287418_398291404276768769 x	Just realized I've finally hit an age where I don't realize I'm favoring a decade-old fashion. http://t.co/Mk0SFzrqH7
17287418_398284189717385216 x	7, 11, 16 and 24 are most interesting. http://t.co/eEBgmOzmcN
17287418_398281965968687104 x	Despite my fear that anyone I work for might mistakenly think I'm posting this in solidarity, I haaaaad to post... http://t.co/uqmOY3Lbay
17287418_398199999546535936 x	This is tomorrow night. I'l be there! http://t.co/nk9Bb6hGYO
17287418_397866905983541248 x	http://t.co/q3L5RU1RQV
17287418_396693902662840320 x	Bill Cosby Drinking http://t.co/MSMUGZQ2DB
17287418_396284378134761472 x	I never click Upworthy bc it's always a long video and ain't nobody got time for that. This one was worth the... http://t.co/7HZkUwhxeu
17287418_396269736616808448 x	This guy would be hard to miss in Wilmo. Guessing he's in someone's house. If you've seen a neighbor with a dog... http://t.co/6hLQK2r81h
17287418_396050324290424832 x	http://t.co/5tLNp87WlV
17287418_396035446125244417 x	Keep an eye out for a brindle Boston downtown. http://t.co/cjTw74BOMu
17287418_395864885747126274 x	http://t.co/TxSo9EKqyh
17287418_388816727137878016 x	Awaiting Gavin's public stage debut http://t.co/EG14bioQ9J
17287418_395711882096812032 x	Hoppy, spicy - Drinking an Autumnation (2013) by @sixpoint at @odditybar  ? http://t.co/sJt1sWD5rZ #photo
17287418_395505618976391168 x	http://t.co/DYiauf8gZY
17287418_395505561095008256 x	http://t.co/hVtTn1cq8e
17287418_395504563429457920 x	"Dance Your Face Off"? http://t.co/ldBAUin9Mf
17287418_395353658432716800 x	Decompressing after the big reveal. This is the second time I've encountered deviled eggs so I definitely had to... http://t.co/B4o5SuChdU
17287418_394440695156453376 x	You will leave the internet a little but dumber just by listening to this. http://t.co/g6tZTJLyKd
17287418_394191757866315776 x	I don't do brown shots but bacon bourbon sounds cool. http://t.co/kgPDcHGbsu
17287418_394165704133316609 x	Crazy chemtrails today http://t.co/v05kVqnmCl
17287418_394127512990523394 x	The raven knows the answer to the question, "What does the fox say." http://t.co/yFP8KfZfhz
17287418_394126070607138816 x	Delaware Prescription Drug Take Back Events http://t.co/5SyyIljly8
17287418_393897385879154688 x	Pre-raphaelite http://t.co/fy4YJyoyVj
17287418_393872125498765312 x	I posted a new photo to Facebook http://t.co/jMhhdJxx4o
17287418_393777535206830080 x	RT @FringensteinDE: Hey, my party is in the News Journal today! http://t.co/XzCbymr16e #netde
17287418_393750542071373824 x	Vote for this biz! http://t.co/chtoyvazJM
17287418_393461016270757888 x	Just resharing this so more people can see it. No takers yet. http://t.co/me0kB4Sk3w
17287418_393235962467479553 x	Japan worries about the weirdest stuff. http://t.co/W1mNPuUYdB
17287418_393171127344058368 x	I think I'll go on 11/8...join me? http://t.co/RwLn84GVRA
17287418_392817728631111680 x	I posted a new photo to Facebook http://t.co/jXlsa334Yh
17287418_392649304223277056 x	I hate to share someone else's news, but I also wouldn't want anyone to find out too late. My dear friend Suzy... http://t.co/3YrvMJwHNB
17287418_392619241414737920 x	Philly friends...apparently no adoption updates have been posted. (tl; dr) http://t.co/X8QWpS6325
17287418_392617028344754176 x	Haha, I don't actually have any if these, but put me in a time machine to a couple of months ago... http://t.co/O7HumMqmpC
17287418_392358435440050176 x	http://t.co/qODbDMXope
17287418_392244089091293184 x	Today is another Next Thing Now--sold out! Follow them (@thenextthingnow) and/or get on their email list! http://t.co/ktjYIFBUsY
17287418_392050807744782337 x	Center of the universe with my future world-conqueror. http://t.co/ynpJdRJCVy
17287418_392028198944661505 x	Why yes we did just make a semi-spontaneous trip to NYC! (Free time from 7-9 if any of my friends are around) http://t.co/B0qE8Qw4Nh
17287418_391938360635170816 x	I didn't! http://t.co/UowzMSBixl
17287418_391908680859283456 x	Very interesting http://t.co/X1Jaw06Wqt
17287418_391727928306073600 x	I posted a new photo to Facebook http://t.co/TJ91ZW9Tmj
17287418_391717652504518656 x	This is my goblet http://t.co/dd3ZjX4rW3
17287418_391588363787960320 x	http://t.co/uRpnyecZSN
17287418_391573610101755904 x	Ham and potato hash with onion, Worcestershire, paprika, parsley, s&p. My first hash! http://t.co/bEFNgOSUyW
17287418_391416086165749760 x	In 1996, it all went crazy! http://t.co/DNa1ujdXiv
