911414431_376735729306464256 x	Great to be back in the home of Champions! #steelers http://t.co/9c7e9Z9oX3
911414431_395972625152745472 x	RT @MountMLax: http://t.co/fDaOnqtE3W
911414431_395855482726137856 x	@TheRealDGunnCSN reminds me of the redskins game
911414431_395278368360628224 x	@secupp really?
911414431_394978681535213568 x	@SeansColeWorld turkey gobbler?
911414431_394621052460220416 x	@secupp you did a nice job this morning
911414431_394593499133534208 x	@Ike58Reese he has a team without a solid QB. you can't win without a QB.
911414431_394592303484272640 x	RT @Jesus_M_Christ: Looking forward to my first Lou Reed concert tonight.
911414431_394550584566874112 x	RT @LaSalle_Sports: Congratulations to Coach Mieczkowski & #LaSalleCrew V8 for taking home the Gold! http://t.co/16Ec5hndrg
911414431_394546885094293504 x	@TheRealDGunnCSN Amen but what did expect? they r bad
911414431_394538465033203713 x	@TheRealDGunnCSN giants and Tampa, wow!
911414431_394531554493759488 x	@Ike58Reese Respect your loyalty Ike but #7 is known for injuries and turnovers and #2 is a 4th round pick.they need high draft picks not w
911414431_394514861163827200 x	@Ike58Reese plus he's not that good to start with.
911414431_394502146517114882 x	@jillianbmele Jill he chose that job because the talent was in place and the division is weak. You could coach that team.
911414431_394085708421271553 x	@lil_bmac like the watch
911414431_394085197047955456 x	?@wpcsports: Malvern defeats football 41-0? what the hell happened to my high school. #gfs
911414431_393194621842759680 x	@rattmambo @bfriedman23 are you saying you look like a dick?
911414431_392710361918349312 x	@lil_bmac Gender in the Workplace? Is that a class that you are actually paying hard earned money for? Please tell me its like 1 credit.
911414431_392595714322481152 x	@rattmambo it's like I tell the ladies, then it's good for you
911414431_392112202054111232 x	@CSNPhilly @geoffmoshercsn does it matter, they all stink
911414431_392067536948166656 x	Suck on that Ravens! http://t.co/UmDx1OevVN
911414431_392027731917303808 x	?@steelers: TOUCHDOWN HEEEAAATTHHHHHH!  #HereWeGo?yeah boys
911414431_391983403631132673 x	@vinny_p26 Injury prone #soft
911414431_391978392847134720 x	?@WissSports: REMINDER: Monday: WISS Field Hockey plays the mount in their first round playoff game at 3:30?Let's go Mount!
911414431_391976249310339072 x	@SeansColeWorld When the sports are over the Harvard degree will live on. # #2
911414431_376550740157669376 x	F ND
911414431_391404921909936128 x	?@MountAthletics: @MountMLax just about ready for a team photo before practice @Inside_Lacrosse #GOMOUNT http://t.co/LJRYLqgn2w?19 is a tool
911414431_391249621596372992 x	Mieko ! Kill ! http://t.co/Lo4K2tL5wA
911414431_391152202066440192 x	@NHLFlyers they need it
911414431_390604447942193152 x	@rattmambo yeah he's in gretzky's boxers
911414431_390604182396608513 x	@jillianbmele be careful, lots of crime.
911414431_390298761895108608 x	@Sawyers42 huh?
911414431_389544111436730368 x	@CiRocco_Bama and take a bath!
911414431_389367158427648000 x	RT @JayPaterno: Sun setting on Michigan's undefeated season? Sure looks like it. http://t.co/1BBJQilUmO
911414431_389204595136004096 x	RT @JayPaterno: Great job tonight by the fans the staff the  team. Hearts of Lions
911414431_389197898095022080 x	Hey Joe Pa that was for you!
911414431_389021079458811904 x	@AdrianPeterson I'm crying
911414431_388500696146116608 x	@lil_bmac blendy pens
911414431_387070018355081216 x	@michael_t_BLEH and Tori Lee rockin at the rib house. http://t.co/kZ9EBkmCPD
911414431_386943320037261312 x	@_Shink_ where's your man crush Schall?
911414431_386937109585858563 x	Giants screwed up by not going for 2 when they went up 20 19. 21st point meant nothing
911414431_386651479236677632 x	@_Shink_ speaking of retards my son went to retard central tonight-#st joes
911414431_386289587208724481 x	"@LaSalle_Sports: Tom Gizzi '85 inducted into #LSCHS Hall of Athletics http://t.co/D76HZdXSfB"miss a Gizz, Potsie
911414431_386289422422900736 x	RT @LaSalle_Sports: Tom Gizzi '85 inducted into #LSCHS Hall of Athletics http://t.co/U0t3nMY7fc
911414431_386273233848127488 x	@_Shink_ undefeated lifetime!
911414431_386271620563628032 x	@_Shink_ cause you'll die and I'll go to jail.
911414431_386270511023419392 x	@_Shink_ i like you your just a wuss.
911414431_384846408215699456 x	@rattmambo I'm first you're second
911414431_384467123751645184 x	?@ucathletics: Football:  Ursinus 40, McDaniel 21 (Final) #ccfb13 #d3fb #upthebears?4&0 baby
911414431_383559451464445952 x	@Conorresch34 @_shink_ @ice_bergman @whosur_laudadio junior
911414431_383399181726916608 x	@_Shink_ @Conorresch34 I actually miss you douche bags
911414431_383386712895787009 x	Watch the bruins jets and hoping to see Jimmy Lodge
911414431_383377180819869696 x	@sean_cinco you're nuts college life rules
911414431_382282450061500416 x	RT @MountMLax: Even if you're on the right track, you'll get run over if you just sit there.                              Will Rogers
911414431_380276129279406080 x	Great day to fish! http://t.co/LbtTctldPG
911414431_380167568566153216 x	@B_McGoon5 not!
911414431_379807947314192384 x	@Nick_SwagyP @adsofcraigslist @usoozeulose @AdsOfCraigslist show this to Ray
911414431_379793668691197952 x	RT @PimpBillClinton: I wish Mike Tomlin would bust out a Newport and smoke that mofo on the sideline.
911414431_379792341227556864 x	@Kook17 Church drafted by Edmonton #dragons
911414431_379760147213864960 x	RT @LaSalle_Sports: #LaSalleLacrosse - Congrats to defenseman Tucker Durkin on being selected 19th overall by the @PhillyWings in the 2013 ?
911414431_379758799172935680 x	RT @phillylacrosse: Men's lacrosse: Schwartz (La Salle) named a co-captain for Harvard - http://t.co/IUTNVoFyUG
911414431_379758096564092928 x	@nolanSAINTLEWIS hard nips!
911414431_379374861367672832 x	RT @lom4494: Flyers need to pull him!!
911414431_379302755254284288 x	@rattmambo can't wait to tailgate with Rich and Annette #major upset http://t.co/MEZmn42xo8
911414431_378646155196112896 x	RT @MountMLax: Looking forward to having @RattlersLax @BrettSchmidt9 & @TheBayhawks @TCDiBartolo to test our young guys tonight!
911414431_378645773753536512 x	RT @GCTigerTracker: Hold everything...details are sparse but looks like TW got a 2-shot penalty on 1. 6 becomes an 8, 70 becomes 72. Yikes.?
911414431_377609744158322688 x	@Kook17 @adammgreen no it would be cool if every fan had a paint ball gun and an endless supply of paint balls to shoot this squirrels.
911414431_376851203113897984 x	@rattmambo mine is run golf football beer food
911414431_376738415816867841 x	Great to be with my daughter today! #steelers http://t.co/yHWuJOdvty
911414431_376738035917811712 x	Go steelers #STEELERSBOARD http://t.co/kdlK6sNyjJ
911414431_376535156665757696 x	What on eath was Eminem doin on my screen during football #mynameismynameis
911414431_376419260916322304 x	?@DatPiffani33: Great to see this legend last night #ledge @mrp_pascali http://t.co/JAPjp1bTRl?2 Lengeds
911414431_376166052901564417 x	Great to see @DatPiffani33 back in Glenside! #ghostsintheKT
911414431_376129127969202176 x	Kyle Atkins (Arch Wood) picks one off a takes it to the house to give Ursinus the lead. #rhawnhurst
911414431_376057795260325888 x	@rattmambo @syddlles love the LaSalle helmet in the background #represent
911414431_375794253902798848 x	RT @BiIIMurray: Suicide bomber training: "Pay close attention, because I'm only going to show you this once."
911414431_375049990751944704 x	?@ScottPaterno: Yup- this about covers it.  http://t.co/qlGK2EFmwz?Outstanding O'Bama is a gutless puke. I'm sorry, President O'Bama.
911414431_374703228291915777 x	RT @netanyahu: I will not allow anyone to harm the State of Israel. if someone thinks of harming the tranquility of the holiday, he knows w?
911414431_374686618235699200 x	Let's go Pitt
911414431_374681551394844672 x	?@lil_bmac: Goodluck to my homie @ryanwinsbro tonight in his first game at Pitt love you homie?go Pitt
911414431_374484030563307520 x	RT @Armenian_Killa: What you do in the dark will show in the light.
911414431_374483375803088896 x	@B_McGoon5 @cuoci_mane chick song
911414431_374325732035813376 x	?@TimesHeraldPA: Obama seeking congressional OK for Syria action  http://t.co/aenws5Muzp?what a gutless puke
911414431_373537957610676224 x	@B_McGoon5 @the_BIG_Willy8 this is exactly why i asked my son to spend more time with @B_Mcgoon5 and less time with @the_BIG_Willy8
911414431_373370779653931008 x	@SeansColeWorld code foe I like my LaSalle buds better these Havard dudes
911414431_372316974224654338 x	@_Shink_ his house
911414431_372175087861911552 x	It's always a good night when you see Chris Hoffner #thepeanutman
911414431_371744899508760576 x	RT @LaSalle_Sports: #LaSalleLacrosse defensive coordinator Tony Resch wins his 5th MLL Championship as @TheBayhawks defeat Charlotte 10-9 h?
911414431_371741581021577216 x	Just another Championship for TResch.  congrats Tony #winner
911414431_371440294253719552 x	@_Shink_ i would have come
911414431_371435311424737280 x	Great time at the Lerch's house, drinkin beers with my LaSalle football buds.
