316789566_388895172597415936 x	RT @Chard226: This feels great
316789566_395427822514077696 x	@Chard226 http://t.co/vBwHOq2mp9
316789566_386964406443458560 x	http://t.co/McNFXokcDV
316789566_388880423411286016 x	@Chard226 @timmoneymiller @eliza__bitch You missed the mini HT reunion
316789566_396420486696927232 x	The top party schools of 2014! http://t.co/ZFT6qnT0g8 @eliza__bitch @Chard226 @MollyMcKenna14
316789566_396419007038775296 x	@eliza__bitch LOL she ratchet
316789566_396403411819958272 x	@reichxbitch lol I invited you to work
316789566_396263354064314368 x	Crazy weather http://t.co/klCruUJsCa
316789566_396123788376829952 x	@Chard226 Umm NO
316789566_396095370130108416 x	RT @JakeDiekman: Just told a lil kid dressed as a Cowboy football player... "No candy for you, get off my yard" lol #halloween2013 #TrickOr?
316789566_395760839858618368 x	RT @Phillymike6965: @TonyBrunoShow Please begin FIRE Sam Hinkie campaign. Winning is unacceptable. #winningwithoutwiggins
316789566_395758990250221569 x	RT @DJTork9: @TonyBrunoShow Jrue Holiday must have watched MCW https://t.co/M64TIgwTQl
316789566_395756603774734336 x	@timmoneymiller At least the New Orleans Pelicans did the right thing today and lost
316789566_395731108618203136 x	@Chard226 LOL stop talking in code
316789566_395724452899471361 x	@timmoneymiller #mcw #wow
316789566_395722901418029056 x	RT @Sixers: Oh, and did we mention that @MCW1 has 20 points, 12 assists, 9 steals, and 7 rebounds tonight? Not bad, rook.
316789566_395692497612972032 x	@timmoneymiller And Sam trades away Thad & Evan in fear of winning too much
316789566_395693227220533248 x	@timmoneymiller As I scream at the TV "stop it are you trying to win"
316789566_395694898810064896 x	@timmoneymiller Lol this team can't even tank properly
316789566_395694880120258560 x	RT @gonzoCSN: Doug Collins will coach the second half and re-implement Project TANK.
316789566_395694225464893440 x	RT @HARRYMAYES975: So THIS is the Chip Kelly offense.  #Sixers
316789566_395327722462789632 x	NBA Draft 2014: Very Early Mock Lottery http://t.co/sgah9vKfTn  @timmoneymiller
316789566_395181604504866816 x	RT @UberFacts: On average, 12 newborn babies are given to the wrong parents every day.
316789566_395058818184675329 x	RT @UberFacts: The human brain can only maintain 150 stable social relationships.
316789566_394889224379330561 x	@reichxbitch http://t.co/Zp31CRkTAh
316789566_394596218594021376 x	@laurenicolehill it was still funny as hell
316789566_394582568202301440 x	@stephenasmith Everyone talks about how the NFL figured out Chip Kelly.Could it be possible that the NFL has figured out the Denver offense?
316789566_394564598558257153 x	Since Week 4 the Eagles defense have allowed less points in the next game from 52 to 15 points #EaglesTalk #startedfromthebottom
316789566_394560497694937088 x	As an Eagles fan that just made this day sooo much better #dallassucks
316789566_394560398898524160 x	RT @espn: Did that Lions drive just happen?  THAT LIONS DRIVE JUST HAPPENED.
316789566_394559856356896768 x	RT @Trouty20: Calvin wow !!!!!
316789566_394559812668620800 x	LMFAO #DALvsDET
316789566_394555815610163201 x	#Morelosses4Mariota and #WinlessForWiggins #Phillylife
316789566_394554956490870784 x	At this point the #Eagles should try their best to get Marcus Mariota #EaglesTalk Just join the #Sixers #tank #morelosses4mariota
316789566_394545964674850816 x	@TheRealDGunnCSN AMEN
316789566_394543597745627137 x	The Eagles defense is getting better but the offense is getting worse. Coincidence I think not #Eaglesproblems
316789566_394482103296876544 x	RT @Trouty20: #FlyEaglesFly
316789566_394272671862882304 x	New Bills #momoneymoproblems http://t.co/z8R2kSZhwU
316789566_393975314780418049 x	@reichxbitch @Chard226 Oh lord lol
316789566_393937438751485952 x	LOL the snapchats from @Chard226 #gangsta
316789566_393838508718452736 x	Listening to music by yourself, is the best part of work
316789566_393470033273171968 x	LOL did u guys see this http://t.co/SxJdq2SFOm @eliza__bitch @Chard226 @reichxbitch @amyneissx @MollyMcKenna14 @timmoneymiller
316789566_393436994581565440 x	RT @Buster_ESPN: Rival official on Lincecum getting 2-yr., $35m deal with no-trade clause: "Isn't that redundant?"
316789566_393182083763691520 x	@eliza__bitch lol I just texted you like an hour ago, it got cut off that fast
316789566_393155794763796480 x	I swear this place gossips like a high school #thestreetsaretalking
316789566_393151621750083585 x	@Chard226 BTW KDs r better #justsayin
316789566_393148406862217216 x	@Chard226 Did u really get an Instagram?
316789566_393149679556648960 x	@Chard226 I don't have one
316789566_393147605150363648 x	@Chard226 lol 2 Chainz
316789566_393109225070952448 x	RT @UberFacts: Drinking 2 cups of cold water on a empty stomach can boost metabolism by 30%.
316789566_393059373703905280 x	@timmoneymiller Crazy http://t.co/vpqxBmLKXm
316789566_392766443722252288 x	@Chard226 Im waitin on Destiny
316789566_392745708261867520 x	Anyone ever wonder why albums in the US only come out on Tuesdays? #randomthought
316789566_392725444010971136 x	RT @BrettAnderson49: "Just add 'Air' or 'S' to it and tell them it's new...they're gonna buy it anyway."-Apple.
316789566_392515376862359553 x	LMAO "Birthday Cake" http://t.co/6JfEXS4SyZ @reichxbitch @eliza__bitch @Chard226 @lovee_andkare
316789566_392519634366500864 x	@eliza__bitch lol it starts w/ one video then related videos takes over
316789566_392509101038518272 x	When u listen 2 every song on an artist's album & u find songs that ppl won't hear til it hits the radio 4 months later #realfans #fakefans
316789566_392491595812962306 x	And we thought Nick Foles was bad yesterday, Josh Freeman is infinitely worse
316789566_392484385221390336 x	And I thought the Eagles Cowboys game was hard to watch, but this Giants Vikings game is worse #MNF
316789566_392448634606059520 x	RT @UberFacts: When filming video at a concert using your phone, put a finger over your phone's microphone -- It'll sound clearer when you ?
316789566_392446938936643584 x	First there was Suck for Luck now:  Tank for Teddy & Winless for Wiggins
