1316398297_393884759161831425 x	In a changing world, we can rest in an unchanging God. (via @suzannewfisher)
1316398297_374008377174937600 x	Cuteness Overload! #Snitches http://t.co/fR1leGhR7h
1316398297_342474407886864384 x	@hailthehail fix it!
1316398297_395673627955576832 x	Well played! http://t.co/i0uquCARLw
1316398297_394502704682520576 x	Work until your idols become your rivals!!! Love this!! http://t.co/MuU3Und99F
1316398297_393884879106367488 x	Faithful friends are the medicine of life. (via @suzannewfisher)
1316398297_392073473197342720 x	Amen!! You can fool with ur brother, but don't mess with a Missionary Man! http://t.co/Ay7ba9xziT
1316398297_391954201305440256 x	Forgiveness is better than revenge and, in the long run, a lot cheaper. (via @suzannewfisher)
1316398297_391954126013489152 x	If you?re in a hole, stop digging deeper. (via @suzannewfisher)
1316398297_390572148026531840 x	Only three days after Steamtown Marathon and I already miss it. The muscles still ache, but mentally stronger than ever! November marathon??
1316398297_389829419898273792 x	The purpose of life is a life of purpose. (via @suzannewfisher)
1316398297_389829338381963264 x	Blessed is the man who is too busy to worry in the daytime and too tired to worry at night.  (via @suzannewfisher)
1316398297_389829299781795840 x	Carrying a grudge is like a run in a stocking: It can only get worse. (via @suzannewfisher)
1316398297_389777405717803008 x	Post Steamtown Marathon smiles with the family! http://t.co/CgAPBK1Ihw
1316398297_388896632106151937 x	When it comes to doing things for others, some people stop at nothing. (via @suzannewfisher)
1316398297_388896596253212672 x	Mentioning the faults of others does not rid us of our own. (via @suzannewfisher)
1316398297_388896565634826240 x	The person who sows seeds of kindness will have a perpetual harvest. (via @suzannewfisher)
1316398297_388896533191868416 x	The purpose of life is a life of purpose. (via @suzannewfisher)
1316398297_388463541176766464 x	8. Another marathon, another chance to be your own hero.
1316398297_388112954987937793 x	7. Wanna find out who you really are? Try a marathon.
1316398297_388103385029038080 x	@VavValerie Wir Lieben Ochs!!!!
1316398297_388103271174647808 x	@VavValerie omg!!! Lol! These laughs at the baby shower provided to you by Snitches Shoopack & Spider-Man.            -winks-
1316398297_387756292179501057 x	6. Marathoning, or how to single-handedly remove the word ?can?t? from your vocabulary.
1316398297_387422296056823809 x	witnessed long serving player, Daniele Rugani bow out with a 3-2 victory in his testimonial match. #FMH2013
1316398297_387352958675218432 x	5. The marathon. How an average runner becomes more than average.
1316398297_386944525035642880 x	@VavValerie hey, how do you say, 'rally cry' in German?
1316398297_386832131340922880 x	Call me corny, but I still know the words to this song and feel a rush of inspiration when I hear it. http://t.co/VFt1PE8S7R
1316398297_386819214067392512 x	4. The road to salvation is exactly 26.2 miles long.
1316398297_386565257269096448 x	Love always finds a home in the heart of a friend. (via @suzannewfisher)
1316398297_386500368911585280 x	3. Self confidence, available in a handy 26.2 mile dose.
1316398297_386318579702194176 x	1. A marathon isn?t a race. It?s 3,000 races.  2. There?s no logical reason on earth to run a marathon. Cool, huh?
1316398297_386318257944551424 x	In recognition for the final countdown to the Steamtown Marathon, here's day one of the top 10 list for participating in one...
1316398297_385546929360613376 x	The person who says it can?t be done should not interrupt the person doing it. (via @suzannewfisher)
1316398297_385185868220485632 x	People who reject law and order change their minds when they can lay down the laws and give the orders. (via @suzannewfisher)
1316398297_385185839929888768 x	Middle age starts on the day you become more concerned with how far a horse will go rather than how fast.  (via @suzannewfisher)
1316398297_384346911710658560 x	We can stop forgiving others when Christ stops forgiving us. (via @suzannewfisher)
1316398297_384346886561595392 x	Children?s ears may be closed to advice, but their eyes are open to examples. (via @suzannewfisher)
1316398297_383992328496893952 x	@VavValerie I'm gonna say the first one, but you can't go wrong with either! Wir Lieben Ox!!
1316398297_383935570625691648 x	We can stop forgiving others when Christ stops forgiving us. (via @suzannewfisher)
1316398297_383935529722843136 x	Experience is a hard teacher. She gives the test first, then the lesson afterward?. (via @suzannewfisher)
1316398297_383935508029919232 x	If you listen through the wall, you?ll hear others reciting your faults. (via @suzannewfisher)
1316398297_382813115135827968 x	A small leak will sink a large ship. (via @suzannewfisher)
1316398297_382813089953226752 x	Tackle the problem, not the person. (via @suzannewfisher)
1316398297_382691036495380480 x	Wir Lieben Ox!!!!
1316398297_382690862578532352 x	@VavValerie good question. Which one looks more like an 'ochse'?
1316398297_382311090673434624 x	20 days until Steamtown. #Thunderstruck
1316398297_382294172134563840 x	We cannot catch our neighbor?s foxes. (via @suzannewfisher)
1316398297_381752623139143680 x	A sparrow doesn't fall from the sky without God knowing it.  (via @suzannewfisher)
1316398297_381752581871403008 x	By the time most folks get to greener pastures, they can'?t climb the fence. (via @suzannewfisher)
1316398297_381752551806627840 x	Cheerfulness greases the axles of the world. (via @suzannewfisher)
1316398297_381611802439974912 x	@VavValerie Wir Lieben Ox!!! ;)
1316398297_381412766508404736 x	GUZAN!!!! #UTV 1-0 winners!
1316398297_380869109598396417 x	Instruction may end in the classroom, but education ends only with life. (via @suzannewfisher)
1316398297_380869054149689344 x	Our duty is not to see through one another, but to see one another through. (via @suzannewfisher)
1316398297_380868964248997888 x	Whoever acquires knowledge but does not practice it is like one who plows a field but does not sow it. (via @suzannewfisher)
1316398297_380868915729285120 x	Children?'s ears may be closed to advice, but their eyes are open to examples. (via @suzannewfisher)
1316398297_378997608658001920 x	29 days!!! #RunOverDepression.Com #depression #running #overcome #beautiful #chihuahua #mentalhealth http://t.co/tJVCdQD2nt
1316398297_378996900974034944 x	Great ideas don?'t seem to come from swelled heads. (via @suzannewfisher)
1316398297_378996855818158080 x	All our tomorrows must pass before God before they ever reach us. (via @suzannewfisher)
1316398297_378996828731367425 x	Words break no bones, but they can break hearts. (via @suzannewfisher)
1316398297_378838403338752002 x	RT @Pontifex: We ought never to lose hope.  God overwhelms us with his grace, if we keep asking.
1316398297_377925856657965056 x	God bless the souls of those who died on 9/11/01. Also, the families, first responders and all those affected. RIP
1316398297_376661940804018176 x	Remember, when you talk, you only repeat what you already know; if you listen, you might learn something. (via @suzannewfisher)
1316398297_376541972804415488 x	Thoughts and prayers to the family who lost their mother/wife/sister/ to suicide. The mission continues. #RunOverDepression.Com
1316398297_376479764170956800 x	http://t.co/AyvhFU2IAk
1316398297_375429632289693697 x	will be delighted to have been named Premier Division Manager of the Year. #FMH2013
1316398297_375095101712007168 x	has delighted the board of Aston Villa by winning the Premier Division title. #FMH2013
1316398297_375095061291487232 x	heard his name ring out around the stadium as fans of Aston Villa celebrated winning the Premier Division title. #FMH2013
1316398297_374594320193826816 x	@BabsUrgeAVFC hey, what are ur thoughts on Kozak? Young and a leading Europa League scorer.
1316398297_374568310190657536 x	Advice is like cooking. You should try it before you feed it to others. (via @suzannewfisher)
1316398297_374568266649579520 x	There are three kinds of ignorant people ?ignorant, very ignorant, and hopelessly ignorant. (via @suzannewfisher)
1316398297_374568183493296128 x	When children are little you have them in your lap, when grown up on the heart.  (via @suzannewfisher)
1316398297_374001467440766976 x	Maybe it's cuz I love 80s music, but Missionary Man by Eurythmics pumps me up for a run as much as any other! Thanks Annie!! #TPG
1316398297_373618576353423360 x	http://t.co/6hVD7Sp1Ja
1316398297_373618302012387328 x	No clouds are so dark that God cannot see through them. (via @suzannewfisher)
1316398297_373618115646869504 x	The best way to have the last word is to apologize. (via @suzannewfisher)
1316398297_373618056335196160 x	The values we leave our children are more important than the valuables we leave them. (via @suzannewfisher) Amen!!
1316398297_373617949577588736 x	The closer you walk with God, the less room for anything to come between. (via @suzannewfisher)
1316398297_373617904954404864 x	You cannot be truly a son of God without resembling the Father. (via @suzannewfisher)
1316398297_373617863019737088 x	A man should not grieve overmuch, for that is a complaint against God. (via @suzannewfisher)
1316398297_373617833667993600 x	Deal with the faults of others as gently as your own. (via @suzannewfisher)
1316398297_373617807143215104 x	It is better to be short on cash than short on character. (via @suzannewfisher)
1316398297_373617783533481984 x	You can't sell what you don't own. (via @suzannewfisher)
1316398297_373617758279585792 x	Those who bless God in their trials will be blessed by God through their trials. (via @suzannewfisher) amen!
1316398297_373617702537273344 x	A man must walk before he can run. (via @suzannewfisher) how appropriate!! You can ruuuuuuun! ;)
1316398297_372566968744017920 x	Countdown to Steamtown Marathon is on!!! Can't believe it's just weeks away! Tous pour gagner!!
1316398297_368759078215876610 x	@BabsUrgeAVFC hey! Are you watching? They showing the match live in Australia??
1316398297_368793421067984896 x	@BabsUrgeAVFC had no idea! Guess I was so into the match I had no idea. You live near Birmingham?
1316398297_371381793322438656 x	@BabsUrgeAVFC these close matches are killing me!! Thoughts?
1316398297_366072927453577216 x	will be delighted to have been named Premier Division Manager of the Month. #FMH2013
1316398297_366072593662492673 x	has delighted the fans of Aston Villa with the signing of Andres Munoz. #FMH2013
1316398297_366072376326242304 x	has pleased players at Aston Villa with the capture of Paulo Ferreira. #FMH2013
