1117483992_396443304101154816 x	@universalhub yeah saw a charger pulled over on J-way just now.
1117483992_396442691753766912 x	@universalhub  Two men handcuffed on side of j-way inbound, at least 5 cop cars. Think it's related to the drive-by?
1117483992_396041089670709248 x	RT @TheFakeESPN: Andy Reid regrets wearing black shirt today after being mistaken several times for dressing up as wrecking ball from Miley?
1117483992_395746663794745344 x	@KenGriffeyRules @Buster_ESPN Yadier Molina is the most over rated player I've ever seen #redsox
1117483992_395725666983084032 x	@Buster_ESPN AGREED
1117483992_395535811200172033 x	@ProducerAdamF @universalhub Any info on road closure schedule?
1117483992_395531263836454912 x	@MBTA Thanks for the "accurate" Orange Line schedule.
1117483992_395010998811500544 x	@keithlaw Bullpen spent; reliable arms, anyway. Statistically, was it a bad choice?
1117483992_394939799318302721 x	@FelgerAndMazz Thank you for shutting down the conspiracy theorists. Obstruction call was right. #RedSox
1117483992_394536663281840128 x	@LesBowen Sad thing is the offense looks way better with Barkley than Vick. What does THAT say???? #Eagles
1117483992_394534074418995200 x	@brookob No. Do you seriously think Andy would have run the ball there?
1117483992_370387713720975360 x	@Buster_ESPN HOF chances?
1117483992_394314290879950849 x	@Marc_Bertrand Totally on Farrell
1117483992_394314030254288896 x	@KenGriffeyRules Why did Salty throw it???
1117483992_394307179618246656 x	@GlobeKPD out of context. And no, I don't think he's that good of a player.
1117483992_394296495748313089 x	@MikeGiardi Farrell not having a good series, thus far. #RedSox
1117483992_394293252443996160 x	Are you with us or against us, @keithlaw?  (I fully agree.)
1117483992_394290107710050304 x	@aaronpaul_8 What about meth commercials?
1117483992_394280349297295360 x	@nickcafardo Buchholz has no marbles #pedrocerrano
1117483992_394279834974957569 x	@PeteAbe Seriously, why stick with Drew at this point?
1117483992_394277883377491968 x	@KenGriffeyRules He is utterly worthless.
1117483992_394271976522387456 x	@Marc_Bertrand Robots > Dana DeMuth
1117483992_394271864224104448 x	@GlobeKPD Nava sucks
1117483992_394267580782739456 x	@DennisDeitch They are abominable.
1117483992_394265802364305409 x	@jcrasnick Clearly Farrell's best option... #RedSox
1117483992_394264427614044160 x	@TonyMassarotti , you excited for Salty's AB here? #RedSox
1117483992_393822208247607296 x	Any scholarship on Masonic ritual and public speech in early 19th c.? #C19
1117483992_393498340564172800 x	RT @WilliamHogeland: This is cool. @MarkAmesExiled exposes "tricks" libertarians are taught to con liberals, leftists, pot-smokers: https:/?
1117483992_393457730070929408 x	@Joelsherman1 Any writing on the bad 1b pacts?
1117483992_393456415085314048 x	I love this blog post. And I think the answer is "Yes." Does Studying Economics Breed Greed? | Psychology Today http://t.co/EGY3fclplf
1117483992_392994914050801664 x	@LesBowen Don't diss Mike's mystery writing capabilities. Marcus Vick will call you out on twitter.
1117483992_392988627074293761 x	@MBTA Tell your Orange Line drivers to drive faster than 10mph. Work won't wait!
1117483992_392682437110956032 x	RT @PeteAbe: Good luck to Jim Farrell // RT @GlobeMCramer: Menino asks fans to be responsible as the Red Sox try to bring back the "World S?
1117483992_392068809231986688 x	Funny how good Andy Reid looks when he inherits a great defense and hasn't had a chance to mismanage the roster.
1117483992_392016334277853185 x	@RoobCSN Has Marcus Vick been evaluated for a head injury lately?
1117483992_391769798524563456 x	@NLEastBeast @KevinCooney Funny how guys used to hit better when they came to PHI and now it's the opposite. Change in clubhouse culture?
1117483992_391768587587047424 x	@keithlaw That's why they play the games. BTW love the self-deprecating humor.
1117483992_391768123940298752 x	@KevinCooney Yep. Phil's didn't need that this year from their outfield...
1117483992_391751833947222016 x	@PeteAbe why not use Uehara? Biggest situation demands best reliever.
1117483992_391721933764825089 x	@GlobeKPD I hate that I have to root for this guy.
1117483992_391721184154636288 x	@PeteAbe songs are too short. Wrong genre.
1117483992_391720991745134592 x	@jcrasnick He sucks.
1117483992_391720139131203584 x	@PeteAbe WTF is wrong with Buck's pace? Soooo slooooowwwww.
1117483992_391403982759133184 x	RT @aldunez: The Most Racist Thing That Ever Happened http://t.co/MYZCBuNp3U via @goodmenproject
1117483992_391180986307715074 x	@magelb Did the #Phillies really re-sign Michael Martinez? Why? Is there any logic behind this?
1117483992_390655235154534400 x	@universalhub major fight on #mbta #orangeline at ruffles. Police en route.
1117483992_390822435375030272 x	@BostonUrbEx @universalhub damn autocorrect.
1117483992_390655531003953152 x	@universalhub blood on train at Ruggles Station
1117483992_388057934351314944 x	RT @GoodMenProject: Today?s Athlete and the 24-7 Sports Media Cycle: Yesterday's athletes were heroes, today's villains. Max White... http:?
1117483992_387364194410319872 x	@Joelsherman1 As a #phillies fan, I agree more than you could imagine.
1117483992_386941073232523264 x	@LesBowen Do we have a spare #5 jersey for Donovan? He has to be better than this.
1117483992_386935337643429888 x	@LesBowen Do the Eagles HAVE to play safeties? Couldn't they play like 6 CB's?
1117483992_386931722417606656 x	@WilliamHogeland link? Would love some context...
1117483992_386912681464438784 x	@pdomo teddy bridgewater time!
1117483992_385246530711478274 x	@brianros1 Would they have performed as well in Philly? I get the sense that after 2010, the clubhouse atmosphere shifted away from offense.
1117483992_384453280295686145 x	@LesBowen How much longer is he on the team?
1117483992_384434580595290112 x	@Jeff_McLane You still have confidence in Henerey?
1117483992_384430156237922304 x	@LesBowen Kendricks just whiffed on a sack of Manning. It was like Ryan Howard against an outside slider.
1117483992_384429124925665280 x	@Jeff_McLane I didn't know DRC had a shoulder until this year.
1117483992_384425694228279297 x	@Ike58Reese He's gotta be on thin ice, right?
1117483992_384422056713924608 x	Been wondering the same thing, @KevinCooney.
1117483992_384420428933894144 x	@DennisDeitch At least they don't tease us with hope.
1117483992_384419289052094465 x	Totally agree, @LesBowen. Does Chip cut Celek, just to make a statement?
1117483992_380890301390274560 x	@LesBowen Any way for Kelly to file a grievance or formal accusation of cheating?
1117483992_380148296171257856 x	@magelb #CluelessRube
1117483992_380148119356194816 x	@LesBowen No one outside of CBP front office thinks Papelbon is worthwhile. No one. Can't remember a worse FA signing.
1117483992_379742779901235200 x	RT @DennisDeitch: Just leaving the flags at CBP at half-staff permanently since our shit gun laws lead to constant mass shootings.
1117483992_379419505757151233 x	@RoobCSN Did Nate Allen have as bad a game as I think he did?
1117483992_377224580093325312 x	@ZBerm Vick can't decide and can't hit open WR.
1117483992_377220278096367616 x	@brianros1 @LesBowen And then they missed a late hit on Vick. Who still can't hit an open WR.
1117483992_377212969970438144 x	@brianros1 @LesBowen Right? WTF? Koy Detmer would have played better so far.
1117483992_377212077984608256 x	@Ike58Reese Why the errant throws?
1117483992_377211910300524544 x	@tedbreen No. He's never been able to. It's awful. Ryan Mallet could win with this offense.
1117483992_377211763818635264 x	@LesBowen Vick looks generally terrible. Inaccurate and sloppy. Nothing new.
1117483992_377210448845627392 x	@ZBerm Can't teach an old dog new tricks... whoops.
1117483992_377209837806841856 x	@LesBowen Stands
1117483992_376145315830591488 x	@SUBWAY What toppings do you recommend on the Structural Steel Melt?
1117483992_375440455833362432 x	Can I get a RT from @phillysport ? "On Charlie Manuel, Andy Reid, and Childhood" http://t.co/P6xXT5lkSb
1117483992_375098477715263488 x	My first non-academic writing to be published. Charlie Manuel, Andy Reid, and Childhood http://t.co/P6xXT5lkSb via @goodmenproject
1117483992_372910879471181824 x	@ryanlawrence21 Train > Roger Bernadina. When will this experiment end?
1117483992_372900405732061184 x	@Marc_Bertrand Bryce Brown?
1117483992_370168172177268736 x	@ggreenwald Thank you for doing your job. History will be on your side.
1117483992_369816666969866240 x	@jaysonst Howard, Helton, Andruw Jones
1117483992_369260866371207169 x	@keithlaw Hopefully.
1117483992_369259420015796226 x	@RochieWBZ How's that screwed up?
1117483992_369259097176014848 x	@RochieWBZ No one. Even the #Yankees hate #ARod.
1117483992_369239435793035264 x	@ryanlawrence21 I'm just glad he wasn't there to help win games when there was a chance to make the playoffs. #draftpick
1117483992_368574499974680576 x	@lesliegudel Charlie deserved so much better. How can the front office not see how badly they're alienating fans?
1117483992_368574059744739328 x	@RoobCSN @JSalisburyCSN Screw Papelbon and the bum who signed him. They're both losers.
1117483992_368571400048480256 x	@SheridanScribe @magelb thank you both for covering this with the nuance it requires.
1117483992_368534150828933121 x	RT @keithlaw: Charlie Manuel isn't the one who filled the Phillies' roster with old, injured, and expensive players. Or Delmon Young.
1117483992_368533783764410369 x	@magelb This @Phillies team is worthless. Charlie had no chance. #FireRuben
1117483992_368529001066659843 x	@ByDavidMurphy They need the scientists from Jurassic Park. Will this management philosophy change under Montgomery?
1117483992_368511363439534080 x	@Buster_ESPN wanted him to get thousandth win.
1117483992_368475734446067712 x	@KevinCooney What do you think the silence means?
1117483992_368470949147860992 x	@DennisDeitch Totally agree; which is why we're screwed.
1117483992_368469349872332803 x	@KevinCooney Thank you.
1117483992_368068381435387904 x	@DennisDeitch Sad to see, but I think he's done. Dude's a HOFer, no shame in calling it quits.
1117483992_368066972686102528 x	@LesBowen Try this before and after; five to ten should loosen and clear out the tendon area. http://t.co/q7jUj6Y1Bp
1117483992_367826591012773888 x	@ToddZolecki Addition by subtraction. Seriously, sad to see it; he seems like a good teammate and tough competitor. Wish he'd been better.
1117483992_367134288799883264 x	@DennisDeitch glad it didn't go extra innings...
1117483992_367112853465333760 x	@DennisDeitch thank God Michael Young played gold glove defense. Asche wouldn't have helped at all earlier in the year.
1117483992_366171423582060544 x	@LesBowen I cannot read too many of your game stories. Thank you. Your humor saves me every time.
1117483992_366168342672850944 x	@growingwisdom Thank you for confirming what I've thought for years. #gimmicks
1117483992_366023237676711937 x	@DennisDeitch But @keithlaw says Ruf sucks...
1117483992_365951255320870912 x	@KevinCooney HALLELUJAH
1117483992_365951146117959682 x	@ByDavidMurphy HALLELUJAH
1117483992_364948199858913280 x	@DennisDeitch Any chance they move him this winter to appease fans?
1117483992_364546297669230592 x	@GlobeKPD @DavidHalkett Yes/no and is still dirty.
1117483992_364546015598100480 x	@GlobeKPD Yes/no
1117483992_364435236001554432 x	@ByDavidMurphy Bastardo is to the #Phillies bullpen as Nnamdi was to the 2012 #Eagles secondary.
1117483992_364433418957758466 x	@KevinCooney Could you count on him before?
1117483992_364433346413084674 x	@ByDavidMurphy What accomplishments are there to taint?
1117483992_364211977570099200 x	@DennisDeitch He's horrible.
1117483992_364211694685257728 x	@brianros1 @KevinCooney Mayberry, D. Young, McDonald, Rollins, Valdes
1117483992_364146574370144256 x	@phillysport @SportsInq Yes, but McCoy is worse. What he said about his girlfriend/child's mother in inexcusable.
1117483992_363366727628754944 x	Louisville: where your 18th c. studies are supplemented with institutionally approved whiskey.
1117483992_363350255451897856 x	Why, in 1795, would you copy part of Henry IV, pt 1, Act 5, Scene 4 in your writing book?
1117483992_363157720104316928 x	@brianros1 is right. Paps is talking his way out of #Phillies like he did #Redsox. Terrible teammate, @lesliegudel @rkuestnercsn
1117483992_363115423815839744 x	RT @karabellespn: Bases loaded, no outs, still no runs.  Speechless.
1117483992_363115397500764162 x	RT @LesBowen: The Phils were determined to prove they stink worse than the Giants. It wasn't easy, but they did it.
1117483992_363013557778006017 x	@ByDavidMurphy This is the team that carried Jason Babin...
1117483992_362982977212391424 x	@ByDavidMurphy @brianros1 You can't pay Howard and the rotation and the lineup; can only pay 2 of 3, and Phils don't have cheap players.
1117483992_362739811167125504 x	@magelb This is why we didn't trade Cliff Lee, again.
1117483992_362739029223014400 x	@bignickmiller I had a composition student write a paper using one of his songs to describe feelings about Hurricane Katrina. Not good.
1117483992_362673889488281600 x	@ZBerm So he's gone immediately, right?
