124378977_379069994631696384 x	And by that I mean snapbacks
124378977_367713856451117057 x	Jambalaya and Gumbo lunch.#BatonRougeThings
124378977_395976653387874304 x	This downie for talbot thing is an awful, awful move.
124378977_395956046843637760 x	People who love Halloween are the fucking worst. #AwfulHoliday
124378977_395023975475994624 x	What's up Houston? http://t.co/6GkwaUzndw
124378977_394819365528686592 x	@AnishPatel10 deal. How fast can you get to first down?
124378977_394813471684313088 x	Flight was cancelled. Now I have to find a way to kill 4 hours in an airport. Thanks @delta.
124378977_394819303973072896 x	@kelly_kohl I'm in Houston this week.
124378977_394799290738307072 x	One of our engines won't start. Awesome. #fuckingMondays
124378977_393267476462436352 x	Last 4 people in the office? My team. http://t.co/xaCytPcbAb
124378977_392018292342530048 x	That was not a free play. Game over ladies and gents.
124378977_391998230810341376 x	RT @SWagz9: Flyers are so bad...they show up at the eagles game and now the eagles can't score either @FlyersNation
124378977_391186071746535425 x	Every time my plane takes off my first thought is "Yeah! Science, bitch!"
124378977_391015481215156224 x	Players only meeting tonight? It's probably time.
124378977_391007847200215041 x	Guys, I may or may not have been researching draft picks during the 2nd int. But, I'd still really like to win this game. Please score.
124378977_390980731326824448 x	I buy GameCenterLive and can't watch games on NHL Network. Now I have to listen to the Pens announcers. Fuck you @NHL. Fuck you.
124378977_390313785652551681 x	It's 10 pm and fucking gorgeous out. http://t.co/neuoaNrjR3
124378977_390268561475637248 x	Can we just change the goal song back to Doop please?
124378977_388811549093027841 x	Living the dream. @srichards31 @theeSameer @AnishPatel10 http://t.co/3iq7pOzUjA
124378977_388408036366483456 x	There were 3 cars in front of me. This rain is bullshit. https://t.co/4L51n9U0xW
124378977_387753923005521920 x	We don't win tonight without Mason standing on his head. That being said I'll definitely take it.
124378977_387748744537448448 x	Nah CSN, it's cool. I didn't want to see the replay of the hit.
124378977_386991038780690432 x	That was a fucking stupid play by grossmann.
124378977_386975944730488832 x	Thank fucking god. Good to get that monkey off our backs.
124378977_386642687967129600 x	For a team whose system is outscoring the opponent, flyer fans should be very worried right now.
124378977_386622728432025600 x	@AnishPatel10 we already know you got a weak chin.
124378977_386619896828022785 x	.@AnishPatel10 how bout them terps? #63-0
124378977_386579464442089472 x	The Norfolk southern commercial that emulates the conjunction junction bit is fucking genius.
124378977_385881092009775105 x	If I were a rapper from Chicago, I'd call myself Illanoize.
124378977_384892581554819072 x	RT @FriedgeHNIC: 2011: NBA, 2012: NHL, 2013: US government. Guess there's got to be one lockout every fall.
124378977_384509146797977600 x	I've been sitting on my couch for the last half hour staring into space because I don't know what else to do with myself. #BreakingBad
124378977_384489983371124736 x	That DVD case is so fucking badass.
124378977_384484130542862336 x	.@AnishPatel10 homeland premiers tonight? Thank god. It'll fill the breaking bad void.
124378977_384482678269308928 x	Here. We. Go.
124378977_384390236836753408 x	@AnishPatel10 it's going to be a shitshow.
124378977_383822922064076800 x	I didn't drink a drop of beer tonight. Its been a long, long time since I've been strictly liquor drunk. #Noregrets @theeSameer @DannyRobin
124378977_383740066998521856 x	4 on 3. That's fun.
124378977_383737884186279936 x	Schenn probably saw that going a lot differently in his head.
124378977_381134998813675520 x	Bought shit to make my nails taste awful when I bite them. Just failed for the first time. Not looking forward to making that mistake again.
124378977_380894009255686144 x	Welp. See you next week kiddies. Time to catch up on TV.
124378977_380892466422902784 x	Our inability to end drives on 3rd and longs is so fucking infuriating.
124378977_380890731713277952 x	Holy shit that was a sweet catch.
124378977_380877895104602112 x	@Roncowski @mcareyTU For our athletes sake, I'll allow it. Although if Giroux shatters another club next July, you lose birthday privileges.
124378977_380874925579329536 x	@mcareyTU @Roncowski Is it because it's your birthday?
124378977_380870957893578753 x	oh shit oh shit ohshitohshitohshit
124378977_380861424504815616 x	Fucking...  ...again?
124378977_380857798109958144 x	Attaboy Vick.
124378977_380852091993858048 x	...You're fucking kidding me,
124378977_380768444964425728 x	No, doing roadwork on a major artery during rush houris a great idea. Do these people even think?
124378977_379069877707096064 x	99% of the time, women look better in hats.
124378977_379045814200725504 x	Dan try to drop a quarter into a cup using his ass. https://t.co/0eY7cxEyX5
124378977_379045210875260928 x	Bikers are playing a game where you squeeze a quartet between your ass cheeks, walk a few steps, and try to drop it in a cup. Brilliant.
124378977_379023310979223552 x	Seacrets. @DannyRobin @bkg_green http://t.co/Yb84zMZDAF
124378977_378979735633530880 x	Bike week. @bkg_green @DannyRobin http://t.co/fWu8sjVTJM
124378977_378722042352500736 x	At a karaoke bar on biker week. The two biggest guys have sung That's Amore and Sweet Caroline #StereotypesShattered @bkg_green  @DannyRobin
124378977_377928655382777857 x	I am anger driving the shit out of 95 right now. Traffic is fucking up my flow though.
124378977_377286800382779392 x	Maybe Holmgren will see all of outrage about this and pull the plug on the contract before the end of the month #FingersCrossed
124378977_377281870179758080 x	wtf Holmgren. Just wtf.
124378977_377258613011513344 x	The Redskins fight song is so awful.
124378977_377258266897547264 x	Alright... Everyone breathe. All we need to do is recover the onside kick and we win.
124378977_377247429982040064 x	If this game gets exciting I will be so fucking pissed.
124378977_377236909929406464 x	It's nice to know this will still be fun in the 2nd half.
124378977_377218484704276481 x	Holy shit this game is awesome. I might go to a bar just to watch all the skins fans sob.
124378977_377216525372911616 x	RT @ESPNStatsInfo: First 5 snaps for Redskins -- fumble, 3-yard loss, illegal motion penalty, 9-yard pass, interception
124378977_377215550981566464 x	Just kidding, I'll take an interception over a sack.
124378977_377214959010082817 x	Now all we need is a brutal RG3 sack to make the first 7 minutes complete.
124378977_377213936841408512 x	Guys, this is fun.
124378977_377210092828897281 x	:(
124378977_377208365316702208 x	Ballsy call. I like it. Especially since we made it.
124378977_376810785424814081 x	Between tic-tacs and mimosas I've had enough vitamin c to never get scurvy in my life. #PiratesLifeForMe
124378977_376779276382904320 x	And there's free fucking Popsicles. This is the best idea. @theeSameer
124378977_376767215736848384 x	. @ATownBallston is pure decadence. Hookah, mimosas, football, shots, and bottomless food. http://t.co/4PRVm3NKFr
124378977_376748495904206848 x	Shots before 1 pm. #ItsHappening
124378977_376210565070594048 x	Just screamed "Hamburglar!" at some chick across the bar I don't know. I'm blaming @sid_dharta
124378977_373939304172912641 x	Men should never whistle in a public bathroom.
124378977_373922219808002049 x	RT @kelly_kohl: How we're coping with Temple's performance @RichMahon http://t.co/mtoXj8Q43Y
124378977_373318486732578816 x	Cab drivers love NPR.
124378977_371159290339688448 x	Brushed my teeth and thought 'holy shit this mint hookah is delicious' time for bed. Too much time with @theeSameer  #FridayThings
124378977_371135601292378112 x	@Roncowski @cannonarmcarey hahaha Ricky can't come visit me because I'm in a major city #HeScared
124378977_371128954868232192 x	@Roncowski hahahaha <3. Please come visit me #ImLonelyAndSad #MattAbandonedMe
124378977_371126684973817856 x	@Roncowski I won't have your guido babies. But I appreciate the compliment.
124378977_371125307941851136 x	@mcareyTU @Roncowski who's tyson?
124378977_371124020110180352 x	@Roncowski I still think you're going with the wrong gender.
124378977_371122754286010369 x	@Roncowski hahahaha "wife"
124378977_371121668594618368 x	@Roncowski I hope all of your children become guidos.
124378977_371117466673766400 x	Best thing about the a-bomb: Its the first time humanity collectively went "Okay, that's too destructive. Human life is worth something."
124378977_370236641941528576 x	http://t.co/oMPSlqiDOv @theeSameer hahahah sucker. #Newcastle
124378977_369501518505836544 x	@srichards31 @theesameer exactly what I'd expect from a man city fan...
124378977_368505771798958080 x	Guys, is Google down right now? #EndOfTheWorld
124378977_368507115012239362 x	@sid_dharta Nah, it's back up. We're good. I can find out how many teaspoons it would take to fill the ocean without a problem again.
124378977_368477530933563392 x	Sameer is awful at putting https://t.co/MH3tOCgSPS
124378977_368148686033129472 x	Seeing what music plays on the plane is interesting because they try to play the least controversial shit they can find thats still relevant
124378977_364481992085499905 x	@mzach @moriahbc at least you're past stage 6. That's the fucking worst.
124378977_364471709057155072 x	@mzach @moriahbc #24 is my life every. Single. Day.
124378977_363480314514903040 x	My mom just saw a picture of @theeSameer and said 'he's cute'. Watch out @kelseysiano
124378977_362334459690893313 x	And just like that back to hopelessly frustrated. Who wants to find me a new job?
124378977_361367961199575040 x	This metro ride home is going to be anew circle of hell kind of miserable..... At least I had black and orange tho.
124378977_361198190650851328 x	It's a double quarter pounder kind of day... Because I'm fat. #NotAshamed
124378977_361259136224210944 x	@bkg_green hahahah too much fun. Remember when we didn't get hungover? Now were old.
124378977_360530926649868288 x	Aren't people who are in power chairs just because they're fat perpetually embarrassed? If it were me, I wouldn't leave the fucking house.
124378977_360621677308149761 x	@bkg_green hahahah we were doomed long before that, like when jersey shore got cancelled. #lol
124378977_360545682744029184 x	Plane's power keeps going on and off. If they kick us off, I get to take my drink right?
124378977_360543134821793793 x	Also, infants should not be allowed in first class. It's alright though. #freebooze
