56120214_390955251895111682 x	@orourke215 email me your address... Eva.pilgrim@abc.com
56120214_399148424949661697 x	Time for @DunkinDonuts Holiday Food Drive! Boy Scouts dropping off bags today. Show us your donation #6abcfooddrive http://t.co/cfptEexyqK
56120214_399151821438341120 x	?@poolwater88: @evapilgrim Good morning Eva happy Saturday to you. Are you working new??yep! Up and at 'em!!!
56120214_398845323143282689 x	New $10,000 reward being offered in 20 year old murder of Julie Barnyock. #lansdale http://t.co/m3GK2kwNxy
56120214_393359511630512128 x	My latest blog: Behind the scenes of picture day at work! http://t.co/kYut8UKMLD
56120214_379025090056564736 x	I know it's just #vandy but I'd really <3 to see a #gamecocks game where Conner Shaw doesn't do something stupid. Just saying. One can hope.
56120214_379028495223234560 x	?@Joetime: @EvaPilgrim One of USC's QBs is an Allentown kid!? Yes:) Brendan Nosovitch!!!
56120214_378842046095568897 x	?@joeyandro: @EvaPilgrim @chris_sowers it feels like #football weather & #running weather #RnRPhilly #Eagles Enjoy the day !? Sure does!!!
56120214_383920253467897856 x	?@stephensbrown: @EvaPilgrim good morning! time to connect with @davidmurphy6abc and run our neighborhood 5k.? Perfect weather for ya too!
56120214_396966159100440577 x	Check out the partial solar eclipse happening RIGHT NOW! Don't look directly at it... Bad for your eyes. @6abc
56120214_399543001846124544 x	@phillytokorea good morning!!! I'm slowly waking up;)
56120214_398270747506114560 x	?@ProducerPG6: WHOA! Man Successfully Sues Wife Over Ugly Children http://t.co/pESHb2uoLv via @sharethis? seriously?!!!
56120214_325328268091863043 x	My new @callawaygolf clubs are in! Thanks @fwccpro :) Now bring on the warm weather!!! http://t.co/FtnNV7WRt6
