319262193_333759753631186945 x	@Ed_Rears did he say that after Pheneuf scored?
319262193_387667898715889664 x	@jamesmc05 don't mention Gronk and we can talk about a deal
319262193_387746411309453312 x	@jamesmc05 make me an offer I cant refuse
319262193_387278010547970048 x	@j_ennis55 @My_NameAintEarl @Andrew_Repko @duranto15 i wake up and Lavy is fired?
319262193_386939043239706624 x	@My_NameAintEarl @Andrew_Repko they have negative touchdowns now.
319262193_386939169362423808 x	@My_NameAintEarl @Andrew_Repko http://t.co/z6HI3cjZsE
319262193_385567272791994368 x	RT @FlyersNation: I tend to not complain about things like this, but I think the #Flyers could have found a better goal song than TNT.
319262193_383649850098995200 x	RT @UberFacts: In the original Italian story, Pinocchio kills Jiminy Cricket with a hammer.
319262193_383033212207136768 x	RT @DjDaVe1986: DJ'ing @DuffersMill its #HumpDay that means we have $1.25 Bud Lights and $4 @FireballWhisky from 8-12
319262193_381928020602527744 x	@joey_crack1153 i would've still lost with him. Rough week. I need new rbs
319262193_381143139400318976 x	RT @jaybird0426: @CAubbibc2 @joey_crack1153  iPhones dont change at all. They keep on bamboozling people to buy the same thing. DroidLife>T?
319262193_380869150941667328 x	RT @ByDavidMurphy: I bet Alex Smith drives with the radio at a moderate level and his hands at 10 and 2
319262193_373336561821421568 x	I want OT. Miss this kick
319262193_373336057867423744 x	I don't care about either team but this awesome
319262193_373334581573070848 x	Rutgers Fresno State is a great game right now
319262193_372125253176029185 x	RT @DjDaVe1986: Playoff's semi final knock knock @DuffersMill @MattKlems31 @TommyRogers39 @Ed_Rears
319262193_371327314954846208 x	RT @Andrew_Repko: Flapjacks at 5am. That's always a great idea. @TommyRogers39 @duranto15
319262193_369716307912314880 x	RT @Charlie_Ruffles: @RamsHeadHockey good game guys #2.2seconds http://t.co/nd9pWFM4rC
319262193_369716269807046656 x	RT @RamsHeadHockey: Rams lose a tough one tonight, 5-4 with 2.2 seconds left in the 3rd. A couple tough calls late and a short bench ended ?
319262193_369703420636430336 x	@TimRiday congrats on the win my man. See ya next week
319262193_369694825861619712 x	RT @DjDaVe1986: Another big win onto the semifinal s #duffersmillhockey @DuffersMill @Ed_Rears @TommyRogers39 @Charlie_Ruffles
319262193_369601675226796032 x	RT @DjDaVe1986: Round 2 knock knocking by 11? @TommyRogers39 @MattKlems31 @Ed_Rears @DuffersMill #duffersmillhockey
319262193_368108820436090880 x	@DjDaVe1986 @MattKlems31 @Ed_Rears ed won't hear it
319262193_362842760610463745 x	I'm already for my Bloody Mary in 8 hours. Til then I'm drinking to earn that
319262193_362328281325895680 x	RT @FanSince09: Trade Cliff Lee for Shea Weber
319262193_361404046973734912 x	I'm somewhere and might be ok
319262193_361399422099259394 x	Great great great birthday
319262193_361292285234774016 x	@MoMoneyDollas thank you
319262193_360928682115731456 x	So tomorrow night... can you guys not leave me at the bar on my birthday? Thanks in advance @Andrew_Repko @duranto15 @mikerepko
319262193_360932173668290562 x	@Andrew_Repko @duranto15 @mikerepko when telling the story how does it end?
319262193_360933926530854912 x	@Andrew_Repko @duranto15 @mikerepko because...
319262193_360934946006769664 x	@Andrew_Repko @duranto15 @mikerepko yes on my birthday I wanted to party. You take forever to get to the end of stories, but you're close
319262193_360936062664704000 x	@Andrew_Repko  @mikerepko you're right @duranto15 was only involved by hanging with you goons.
319262193_360936226951397376 x	@Andrew_Repko @mikerepko @duranto15 not blaming all three of you
319262193_333095521386389504 x	Sixers are hoping for an unmotivated idiot to  waste money on
319262193_360936875579543552 x	@Andrew_Repko @mikerepko @duranto15 I was polite in the first tweet. And yes, yes I did
319262193_360937495812251651 x	@Andrew_Repko @mikerepko @duranto15 12:00 seems like a good start time... am
319262193_360939114385772544 x	@Andrew_Repko @mikerepko @duranto15 haha he's right
319262193_360940279810895873 x	@PorcelainPrinc @Andrew_Repko @mikerepko @duranto15 I'm not even done work yet. I was getting to ya
319262193_360939987262377985 x	@Andrew_Repko @mikerepko @duranto15 no clue. Jack's would work for me
319262193_360937661822808065 x	@Kel_kel_11 my hero
319262193_360935423285006339 x	@mikerepko @Andrew_Repko @duranto15 and then what happened?
319262193_360566140642136064 x	@Andrew_Repko @Kel_kel_11 @Ed_Rears my life. 2 words. Drug free!
