332001369_149271993013911552 x	@brotherlygame now that the u have fixed their def, what other moves do you see?
332001369_357638651225714691 x	Philadelphia Union  #ESPYSBestTeam
332001369_357638539455893504 x	Hear my #ESPYSRallyCry & See my jersey from @CapitalOne! http://t.co/8Hjb9sitFk
332001369_353046805837131776 x	@ZackRyder keep the faith brother, good things come to those who wait
332001369_353045364988846080 x	RT @TheRealXPac: Anyone reading this that can't stop themselves from sexually abusing children, Please turn yourself in or kill yourself. T?
332001369_344979762340581376 x	@AndyPace_SoB they handed him 2 goals
332001369_344976062524035072 x	RT @Buzzkill_Ed: Not sure what Anding brings to this one.
332001369_344970947813588992 x	RT @tBGLIVE: McInerney gets ball in DC's box and is thrown down, but no penalty called. Would've been tough call to make, but surely some c?
332001369_344970886048268288 x	@tBGLIVE one of the sloppiest games ever
332001369_335931284046114817 x	@tBGLIVE jackmac #motm
332001369_335930921746317313 x	@tBGLIVE @DOOP__ the union win in spite of hacks tactics
332001369_335930356337348608 x	@ZackRyder everyone does!
332001369_335929867671584770 x	@DOOP__ really you exppected torres in a game, what you smoking #smhdoop
332001369_335929423675158529 x	@thegoalkeeper I thought anding got called up and Fernandez took him spot with hci?
332001369_335928922590035968 x	"@DOOP__: @c_j_henderson   Hack as a manager  #Exhausting"                                        I couldn't agre more
332001369_335928364739227649 x	@tBGLIVE every union fan is expecting them to concede a goal #smhdoop
332001369_335927884654981121 x	@DOOP__ couldn't agree more #waitingforhopptobebroughtinforadefender
332001369_335927648620523520 x	RT @DOOP__: Hack's tactics are simply mind boggling
332001369_335927305404825600 x	@tBGLIVE why does hack always take off mids for forwards, we are up a goal & a man no need for casey, hop will be on in a min for a def
332001369_331327887292633088 x	RT @GuyCodeBook: We've all lost a good bro to a girl... R.I.P Old Best Friend
332001369_331327727690977280 x	@IAmBaconator  #GreatLate
332001369_331193640271618050 x	RT @975FlyOnTheWall: Steven Singer gold dipped roses will be given away by the fly starting tomorrow.  stay tuned peeps!
332001369_327803775173685248 x	Loser: Dallas Cowboys | NFL Draft 2013 Results: Biggest Winners & Losers from Day 1 (via http://t.co/p4feTqJrB3) http://t.co/vSzNvMy5Hb
332001369_327592575865344000 x	@NK975 pick is not lame, overall draft is
332001369_326104792730570752 x	RT @Z_is_Binary: We're 10 mins away from a road win, but no@PhilaUnion fan believes Hack can pull it off and thinks we'll concede
332001369_326104650128441347 x	@tBGLIVE agreed
332001369_326095260042280960 x	RT @phillysoccerpg: Ben Olsen's halftime talk will take a page out of Archer's playbook "RAMPAGE!!!!!!!!!"
332001369_321007582699479043 x	@mmeilelu420 thanks, good luck brother
332001369_320650073929289728 x	@tBGLIVE @BrotherlyGame thx
