25795728_390470234970537984 x	i hear, finding a good cop is like finding a good woman.
25795728_395777868464414720 x	@Fred__Nietzsche @The_Voltaire  but literally short-lived, i'm sure.
25795728_395777323200679936 x	what percent are you anything similar to Rosa? (you don't even have to round off) @iamstephbeatz
25795728_395776208648302592 x	@Valchierinaaaa where'd you hear that?
25795728_395776061235273728 x	?@kanyewest: BANKSY #GODLEVEL http://t.co/v5np8UW461?
25795728_395775776471388160 x	?@ComplexMag: How to get your music posted on blogs: http://t.co/JMf7wGo1Zy?
25795728_395771116901662720 x	looking good tonight @TinaCervasio  your hair really showed whilst looking up at Tyson.
25795728_395770690282192896 x	@ChristyMack it'd be pleasant to  accompany each other fully clothed. it'll make for a good brain game.
25795728_395770199015964672 x	RT @TheTweetOfGod: You're welcome, Big Papi! Just kidding. I don't give a shit about baseball.
25795728_395770110860079104 x	@politico and yet, there's still no revolution.
25795728_395728576286564352 x	you the man @ohsnapjbsmoove!
25795728_395060959573970944 x	RT @auralOPTICS: if you gotta do that contour shit for makeup....... prepare to never get wifed.
25795728_395060763955847168 x	RT @piersmorgan: "Lllloooooyyyd!!!!" > RT @jeremypiven it's time to go to WORK! the  #EntourageMovie is on and I look forward to getting in?
25795728_395059642189242368 x	@VChanlatte oh it is.
25795728_395024532983271424 x	RT @abdashsoul: Leader of the new wave.  #blacklippastor
25795728_394852945617231872 x	'I Wonder' by Kanye. #realestshitallmorning
25795728_394523973549301760 x	Camron's "Down and Out" feat. Kanye West;a fucking classic.
25795728_394522512153120769 x	'All I Need'   -Hova.
25795728_394155175604396032 x	some OGthrowback shit: Hustlers (@Nas @thegame), i mean gotdamn.
25795728_394135658832625664 x	@Nas; respect.
25795728_393909591643541504 x	so nobody's going to mention the look on that kids face after Meta's balls introduced themselves? #knicks #poorkid
25795728_393897887572451329 x	"one day i'm gon' marry me a pornstar..." - Kanye West's 'Hell of a Life'.   Kim counts--right?
25795728_393422414245539840 x	9 Words You Didn't Know Had Racist/Prejudiced Origins via @HuffingtonPost http://t.co/6lI9umkI7T
25795728_390700546946248704 x	@auralOPTICS #shallah
25795728_391250184958910464 x	@auralOPTICS Shallah is a type of bread. i wasn't trying to come off the wall.
25795728_390700722989588480 x	RT @2DOPEposts: Listen: @MadKem - Lemonade Was A Popular Drink | http://t.co/TamZ6k2FYO
25795728_390298376694427648 x	"i'm not like most girls" - Most Girls
25795728_389542944149340160 x	or true love for that matter.
25795728_389542910955638784 x	happiness--is like good health; you don't notice it until its gone.
25795728_388668226827456512 x	RT @InjusticeFacts: There are more than 1 million African Americans in prison in the U.S, more than the number of prisoners in all of Afric?
25795728_388667489078759424 x	RT @Fake_Starbucks: Welcome to Starbucks where mindless consumers get to pretend to be intellectuals for an hour or two.
25795728_388515213282377728 x	@DonaldGlover i was dozing off and had a mini dream i freaked the fuck out when i saw you at a deli. #woah
25795728_388514613668888576 x	@JOEtheMORTON can't think of anyone else better suited for your role. much love, Joe.
25795728_387660742235000833 x	i've no problem not listening to The Temptations. #confusing
25795728_387069181146828801 x	RT @InjusticeFacts: 1 Israeli is being held prisoner by Palestinians, while 5,935 Palestinians are currently imprisoned by Israel.
25795728_387036962827567104 x	where does a wise man hide a leaf?
25795728_387031064038088704 x	@LamorneMorris you're a genius.
25795728_386957363519160320 x	@iammixed i believe so.
25795728_386965169441869824 x	@iammixed & stinks of petroleum. shit's wild.
25795728_386905587529039872 x	i'm literally using the word 'literally' correctly in this tweet. #grammarnazi
25795728_386739243210792960 x	soft Italian legs. "ga damn!"
25795728_386642884239556608 x	RT @The_Voltaire: Religion is a machine that keeps you away from revolution, obsessing over hilarious superstitions.
25795728_386324494916542464 x	@OVO40 Noah, you're the fuckin' man. the things you engineer for that man could only ever come as they do now. i admire you brother.
25795728_385225042512322560 x	RT @itsrealTED: 11 states currently have more people on welfare than there are employed. This is what's wrong with America.
25795728_385213235395592192 x	@TerrenceJ i'm going to give it a read. such an apt title.
25795728_385212696997949440 x	RT @ducidni: Just saw Gravity. Holy fuck
25795728_384530035614687233 x	next time we talk, i don't just wanna talk, i wanna make loooovveee.
25795728_384528394790400000 x	RT @TheDailyShow: #TDSBreakingNews NSA spied on MLK. Part of their "initials vs. initials" program.
25795728_383969581024673792 x	RT @The_Voltaire: Religion inspires hatred and wars, crusades and genocides.
25795728_383772061862481920 x	hey @elvisduran, what would you of been doing had you not graced the radio waves?
25795728_383771336453419008 x	i just checked my pockets for my phone while scrolling down my timeline. #genx
25795728_383700436215427072 x	@iH8sn0w jailbreaks are godsend. take your time. and most of all, thank you.
25795728_383699683249750016 x	RT @rezaaslan: Take stories U heard in Sunday School, feed them to Roger Ailes, have him crap them out his ass, and U get Bill O'Reilly's J?
25795728_378328510487863296 x	RT @IJasonAlexander: Just caught up w. NEWSROOM. Aaron Sorkin is so brilliant it hurts. Love this show. Any actor lucky enuf 2  on it shoul?
25795728_377973666740305920 x	Get your free bottle thanks to groupon :) http://t.co/XmGGycbXFo
25795728_377939708590161920 x	Get your free groupon deal from Dr Oz :) http://t.co/iHvyV22Ij1 :D
25795728_367509490939478016 x	i had a parrot that didn't learn how to talk, so it never said i'm hungry, so it died. #MitchHedberg
25795728_367508784119578624 x	did you know there's a classification of birds called "nearly flightless" birds? #BenBaily
25795728_367466345535131649 x	i was. unequivocally. RT @jayrosen_nyu: I predict you will be delighted with John Oliver's (cont) http://t.co/SlP7Cmgnsg
25795728_366422740883877889 x	you're a bloody genius & i'm only just getting started @markromanek
25795728_356673514520055808 x	@SuaveInBehavior i don't give a fuck if we hardly be on here; happy birthday bro. love you son.
25795728_356278462232788992 x	@VChanlatte how'd it go?
25795728_341720810530152448 x	Paul George to Mario Chalmers; stop floppin'. floppin ass nigga.
25795728_333758405841924096 x	RT @auralOPTICS: its weird to me how many different types of gorgeous women there are in the world and fashion designers STILL cater to fra?
25795728_333756189403906049 x	RT @MAdKeM: Write for yourself
25795728_330798129307860992 x	K. Krigger; the 1 black guy in the kentucky derby this year. #outchea
25795728_330504780638199808 x	did we do it or did we do it?! @JillMartin @TinaCervasio @wallyball
25795728_330504629047656449 x	RT @SpikeLee: Orange And Blue Skies Are Bursting With Knick Pride.
25795728_330504513905639424 x	10 years is long enough. Knicks showed amazing stealth. Prigioni--we're grateful. Shumpert--it's like you been here for 10. #nyknicks
25795728_330480195372986368 x	oh nowww we're bigging up the Knicks.ratings has eaten you all alive. @magicjohnson @billsimmons
25795728_328576598750146561 x	don't be stupid fellas. the series is still NY's. @JalenRose @MagicJohnson @RealMikeWilbon @BillSimmons
25795728_328576295522926592 x	never in history has team come back from a 3-0. consider this game a cushion to your fall. #Knicks
25795728_327977229009166337 x	each member of the team is playing his part. & THATS key. Coach Woodson; a top contender for Coach of the Year Award @MSGNetwork #NYKExtra
25795728_327975017856004096 x	ALL of you, thank you. @wallyball @MSGNetworks @alanhahn @BillPidto @AlTrautwig @TinaCervasio @JillMartin @nyknicks
25795728_327973891647631362 x	it's Christmas Eve in TD Garden. #quiet
25795728_327972944812851202 x	"a #KnicksTape is personalities working together--playing Knicks basketball." - Coach Woodson @MSGNetworks
25795728_327970799157919745 x	Latrell Sprewell....wow. taking it back. @MSGNetworks
25795728_327969235542351872 x	J.R. Smith ejected for a foul. no problem. Game 3 was ours since Game 1. #NYKExtra @MSGNetworks @TinaCervasio
25795728_327968825989533696 x	the #Knicks are in total command. @MSGNetworks
25795728_327968078119989248 x	BEASTTTT
