726413,1
815026,2
5730982,2
10401432,1
14787713,1
17234807,3
18082481,2
19847175,
20034040,
20820277,
20853941,
20898633,
22823878,
23831250,
26082471,
37045460,
37071421,
37093049,
37146447,
37472651,
38549014,
38667566,
39211902,
39545742,
40073601,
40519997,
40983933,
41023170,
41124484,
41416218,
42707301,
42747625,
43016111,
43139414,
43378813,
43641364,
44691385,
44933687,
45076395,
45746610,
46800229,
47012561,
47048859,
47377163,
48325595,
48397743,
50488470,
51263592,
51307930,
52405458,
52529896,
53178109,
53295087,
53815690,
56392450,
57680343,
58003762,
61077525,
61378816,
62426124,
63872619,
68264852,
70828654,
71395859,
72318766,
73158292,
73279131,
73505521,
76114396,
76381372,
79392160,
82887748,
82967378,
84353161,
90719393,
100162736,
101997740,
153127601,
217653084,
227704307,
232736812,
250339782,
260539564,
318212066,
345385566,
345423757,
346954584,
347576974,
351382924,
352031362,
374249138,
380352123,
382889690,
389000832,
393208809,
393421318,
395066461,
395506680,
396248219,
398459734,
399216451,
402144729,
408993546,
411733956,
415628559,
415875795,
419980746,
422266218,
427107326,
428368496,
432993816,
433680901,
434580008,
435221762,
437126959,
437766356,
438513294,
438916612,
445069504,
448034086,
453485473,
455820378,
457609714,
462534698,
463872178,
463984047,
465927758,
466284226,
466984535,
468506994,
471056217,
471648598,
478497806,
483347515,
485238874,
488011724,
488220356,
490676905,
492480973,
493658381,
494191692,
495073584,
495652171,
496227636,
503464727,
510292896,
510803227,
524728584,
524820290,
525517389,
525940609,
537788904,
539578580,
552221554,
559730381,
566258662,
575038654,
582092937,
584389327,
585769431,
588663555,
611044728,
621719918,
716041425,
724190838,
736133006,
762150128,
790800259,
819901110,
848534460,
861376110,
865400646,
925668997,
926272208,
940324848,
963038778,
968034025,
979438842,
990180313,
994222922,
997862101,
1010475876,
1029784568,
1048937526,
1067194634,
1095349585,
1190585754,
1232200626,
1431245419,
1485502434,
1658597894,
1660662985,
1681451196,
1759476704,
1855757786,
1917522990,
1961750216,
2148436492,
2157641771,
2185483717,
